paper_id,level,consensus,count
C1000,L1,all_correct,10
C1000,L2,all_correct,10
C1000,L3,all_correct,10
C1000,L4,all_correct,10
C1000,L5,all_correct,10
C1001,L1,all_correct,10
C1001,L2,all_correct,10
C1001,L3,all_correct,10
C1001,L4,all_correct,10
C1001,L5,all_correct,10
C1002,L1,all_correct,10
C1002,L2,all_correct,10
C1002,L3,all_correct,10
C1002,L4,all_correct,10
C1002,L5,all_correct,10
C1003,L1,majority_wrong,10
C1003,L2,all_wrong,10
C1003,L3,majority_wrong,10
C1003,L4,all_wrong,10
C1003,L5,all_wrong,5
C1003,L5,majority_wrong,5
C1004,L1,all_wrong,10
C1004,L2,all_wrong,10
C1004,L3,all_wrong,10
C1004,L4,all_wrong,10
C1004,L5,all_wrong,10
C1005,L1,all_correct,10
C1005,L2,all_correct,10
C1005,L3,all_correct,10
C1005,L4,majority_correct,10
C1005,L5,majority_wrong,10
C1007,L1,all_correct,10
C1007,L2,all_correct,10
C1007,L3,all_correct,10
C1007,L4,all_correct,10
C1007,L5,all_correct,10
C1008,L1,all_wrong,10
C1008,L2,all_wrong,10
C1008,L3,all_wrong,10
C1008,L4,majority_wrong,10
C1008,L5,majority_wrong,10
C1010,L1,majority_wrong,10
C1010,L2,majority_wrong,10
C1010,L3,majority_wrong,10
C1010,L4,majority_wrong,10
C1010,L5,majority_wrong,10
C1012,L1,all_wrong,10
C1012,L2,all_wrong,10
C1012,L3,all_wrong,10
C1012,L4,all_wrong,10
C1012,L5,all_wrong,10
C1013,L1,all_correct,2
C1013,L1,majority_correct,8
C1013,L2,majority_wrong,10
C1013,L3,majority_correct,1
C1013,L3,majority_wrong,9
C1013,L4,all_wrong,1
C1013,L4,majority_correct,2
C1013,L4,majority_wrong,7
C1013,L5,majority_correct,2
C1013,L5,majority_wrong,8
C1014,L1,all_correct,10
C1014,L2,all_correct,10
C1014,L3,all_correct,10
C1014,L4,all_correct,10
C1014,L5,all_correct,10
C1015,L1,all_wrong,10
C1015,L2,all_wrong,10
C1015,L3,all_wrong,10
C1015,L4,all_wrong,10
C1015,L5,all_wrong,10
C891,L1,majority_correct,10
C891,L2,all_correct,8
C891,L2,majority_correct,2
C891,L3,all_correct,3
C891,L3,majority_correct,7
C891,L4,all_correct,4
C891,L4,majority_correct,6
C891,L5,majority_correct,10
C892,L1,all_correct,3
C892,L1,majority_correct,7
C892,L2,majority_correct,10
C892,L3,majority_correct,10
C892,L4,majority_correct,10
C892,L5,majority_correct,10
C893,L1,majority_correct,10
C893,L2,all_correct,8
C893,L2,majority_correct,2
C893,L3,majority_correct,10
C893,L4,majority_correct,10
C893,L5,majority_correct,10
C894,L1,all_correct,10
C894,L2,all_correct,10
C894,L3,all_correct,10
C894,L4,all_correct,10
C894,L5,all_correct,10
C895,L1,all_correct,10
C895,L2,all_correct,7
C895,L2,majority_correct,3
C895,L3,all_correct,4
C895,L3,majority_correct,6
C895,L4,majority_correct,10
C895,L5,majority_correct,10
C896,L1,majority_correct,10
C896,L2,majority_correct,10
C896,L3,majority_correct,10
C896,L4,majority_correct,10
C896,L5,majority_correct,10
C897,L1,majority_correct,2
C897,L1,majority_wrong,8
C897,L2,majority_wrong,10
C897,L3,majority_correct,5
C897,L3,majority_wrong,5
C897,L4,majority_correct,10
C897,L5,majority_correct,10
C898,L1,all_correct,10
C898,L2,all_correct,10
C898,L3,all_correct,10
C898,L4,all_correct,10
C898,L5,all_correct,10
C899,L1,all_correct,10
C899,L2,all_correct,10
C899,L3,all_correct,10
C899,L4,all_correct,10
C899,L5,all_correct,10
C901,L1,all_correct,10
C901,L2,all_correct,5
C901,L2,majority_correct,5
C901,L3,all_correct,10
C901,L4,all_correct,10
C901,L5,all_correct,4
C901,L5,majority_correct,6
C903,L1,majority_wrong,10
C903,L2,majority_wrong,10
C903,L3,majority_wrong,10
C903,L4,majority_wrong,10
C903,L5,majority_wrong,10
C904,L1,all_correct,10
C904,L2,all_correct,10
C904,L3,all_correct,10
C904,L4,all_correct,9
C904,L4,majority_correct,1
C904,L5,all_correct,10
C905,L1,all_correct,10
C905,L2,all_correct,10
C905,L3,all_correct,10
C905,L4,all_correct,10
C905,L5,all_correct,10
C906,L1,all_correct,10
C906,L2,all_correct,10
C906,L3,all_correct,10
C906,L4,all_correct,10
C906,L5,all_correct,10
C907,L1,all_correct,10
C907,L2,all_correct,10
C907,L3,all_correct,10
C907,L4,all_correct,10
C907,L5,all_correct,10
C908,L1,all_correct,2
C908,L1,majority_correct,8
C908,L2,all_correct,2
C908,L2,majority_correct,8
C908,L3,all_correct,4
C908,L3,majority_correct,6
C908,L4,all_correct,6
C908,L4,majority_correct,4
C908,L5,all_correct,2
C908,L5,majority_correct,8
C909,L1,majority_correct,10
C909,L2,all_correct,7
C909,L2,majority_correct,3
C909,L3,majority_correct,8
C909,L3,majority_wrong,2
C909,L4,all_correct,2
C909,L4,majority_correct,8
C909,L5,majority_wrong,10
C910,L1,all_correct,10
C910,L2,all_correct,10
C910,L3,all_correct,10
C910,L4,all_correct,10
C910,L5,all_correct,10
C911,L1,all_correct,10
C911,L2,all_correct,5
C911,L2,majority_correct,5
C911,L3,all_correct,10
C911,L4,all_correct,10
C911,L5,all_correct,10
C912,L1,all_correct,10
C912,L2,majority_correct,10
C912,L3,all_correct,1
C912,L3,majority_correct,9
C912,L4,majority_correct,10
C912,L5,majority_correct,10
C913,L1,majority_correct,10
C913,L2,majority_correct,10
C913,L3,majority_correct,10
C913,L4,majority_correct,10
C913,L5,majority_correct,10
C914,L1,all_correct,10
C914,L2,all_correct,10
C914,L3,all_correct,10
C914,L4,all_correct,10
C914,L5,all_correct,10
C915,L1,all_correct,10
C915,L2,all_correct,10
C915,L3,all_correct,10
C915,L4,all_correct,10
C915,L5,all_correct,10
C916,L1,all_wrong,10
C916,L2,all_wrong,10
C916,L3,all_wrong,10
C916,L4,all_wrong,7
C916,L4,majority_wrong,3
C916,L5,majority_wrong,10
C917,L1,all_correct,10
C917,L2,all_correct,10
C917,L3,all_correct,10
C917,L4,all_correct,10
C917,L5,all_correct,10
C918,L1,majority_correct,10
C918,L2,all_correct,10
C918,L3,all_correct,10
C918,L4,all_correct,10
C918,L5,all_correct,10
C919,L1,all_correct,8
C919,L1,majority_correct,2
C919,L2,all_correct,4
C919,L2,majority_correct,6
C919,L3,all_correct,1
C919,L3,majority_correct,9
C919,L4,majority_correct,10
C919,L5,all_correct,10
C920,L1,all_correct,8
C920,L1,majority_correct,2
C920,L2,all_correct,9
C920,L2,majority_correct,1
C920,L3,all_correct,4
C920,L3,majority_correct,6
C920,L4,all_correct,2
C920,L4,majority_correct,8
C920,L5,all_correct,1
C920,L5,majority_correct,9
C921,L1,majority_correct,10
C921,L2,majority_correct,10
C921,L3,majority_correct,10
C921,L4,majority_correct,10
C921,L5,majority_correct,10
C922,L1,all_correct,10
C922,L2,all_correct,10
C922,L3,all_correct,10
C922,L4,all_correct,10
C922,L5,all_correct,10
C923,L1,all_correct,10
C923,L2,all_correct,10
C923,L3,all_correct,10
C923,L4,all_correct,8
C923,L4,majority_correct,2
C923,L5,all_correct,3
C923,L5,majority_correct,7
C924,L1,all_wrong,10
C924,L2,all_wrong,10
C924,L3,all_wrong,10
C924,L4,all_wrong,10
C924,L5,all_wrong,10
C925,L1,all_correct,2
C925,L1,majority_correct,8
C925,L2,majority_correct,10
C925,L3,majority_correct,10
C925,L4,all_correct,10
C925,L5,all_correct,10
C926,L1,majority_correct,10
C926,L2,all_correct,1
C926,L2,majority_correct,9
C926,L3,all_correct,1
C926,L3,majority_correct,9
C926,L4,all_wrong,10
C926,L5,all_wrong,10
C927,L1,all_correct,10
C927,L2,all_correct,10
C927,L3,all_correct,10
C927,L4,all_correct,10
C927,L5,all_correct,10
C928,L1,all_correct,10
C928,L2,all_correct,10
C928,L3,all_correct,10
C928,L4,all_correct,10
C928,L5,all_correct,10
C930,L1,majority_correct,10
C930,L2,majority_correct,10
C930,L3,majority_correct,1
C930,L3,majority_wrong,9
C930,L4,majority_correct,10
C930,L5,majority_correct,10
C931,L1,all_correct,10
C931,L2,all_correct,10
C931,L3,all_correct,10
C931,L4,all_correct,10
C931,L5,all_correct,10
C932,L1,all_correct,10
C932,L2,all_correct,10
C932,L3,all_correct,9
C932,L3,majority_correct,1
C932,L4,all_correct,10
C932,L5,all_correct,10
C933,L1,all_correct,10
C933,L2,all_correct,10
C933,L3,all_correct,10
C933,L4,all_correct,10
C933,L5,all_correct,10
C934,L1,all_correct,10
C934,L2,all_correct,10
C934,L3,all_correct,10
C934,L4,all_correct,10
C934,L5,all_correct,10
C936,L1,all_correct,10
C936,L2,all_correct,10
C936,L3,all_correct,10
C936,L4,all_correct,10
C936,L5,all_correct,10
C937,L1,all_correct,10
C937,L2,majority_correct,10
C937,L3,majority_correct,10
C937,L4,all_correct,10
C937,L5,all_correct,10
C938,L1,all_correct,10
C938,L2,all_correct,10
C938,L3,all_correct,10
C938,L4,all_correct,10
C938,L5,all_correct,10
C939,L1,all_correct,9
C939,L1,majority_correct,1
C939,L2,all_correct,10
C939,L3,all_correct,10
C939,L4,all_correct,10
C939,L5,all_correct,10
C940,L1,all_wrong,10
C940,L2,majority_wrong,10
C940,L3,majority_correct,1
C940,L3,majority_wrong,9
C940,L4,majority_wrong,10
C940,L5,majority_wrong,10
C941,L1,all_correct,10
C941,L2,all_correct,10
C941,L3,all_correct,10
C941,L4,all_correct,10
C941,L5,all_correct,10
C943,L1,all_correct,10
C943,L2,all_correct,10
C943,L3,all_correct,10
C943,L4,all_correct,10
C943,L5,majority_correct,10
C944,L1,majority_wrong,10
C944,L2,majority_wrong,10
C944,L3,majority_wrong,10
C944,L4,majority_wrong,10
C944,L5,majority_wrong,10
C945,L1,all_correct,10
C945,L2,all_correct,10
C945,L3,all_correct,10
C945,L4,all_correct,10
C945,L5,all_correct,10
C946,L1,majority_correct,10
C946,L2,all_correct,10
C946,L3,all_correct,10
C946,L4,all_correct,10
C946,L5,all_correct,10
C947,L1,majority_correct,10
C947,L2,majority_correct,10
C947,L3,majority_correct,10
C947,L4,majority_correct,10
C947,L5,majority_correct,10
C948,L1,majority_correct,10
C948,L2,all_wrong,10
C948,L3,all_wrong,10
C948,L4,all_wrong,10
C948,L5,majority_wrong,10
C949,L1,majority_correct,10
C949,L2,majority_correct,10
C949,L3,majority_correct,10
C949,L4,majority_correct,10
C949,L5,majority_correct,10
C950,L1,all_correct,10
C950,L2,all_correct,10
C950,L3,all_correct,6
C950,L3,majority_correct,4
C950,L4,majority_correct,10
C950,L5,all_correct,10
C951,L1,all_correct,10
C951,L2,all_correct,10
C951,L3,all_correct,10
C951,L4,all_correct,10
C951,L5,all_correct,10
C952,L1,all_correct,10
C952,L2,all_correct,10
C952,L3,all_correct,10
C952,L4,all_correct,10
C952,L5,all_correct,10
C953,L1,all_correct,10
C953,L2,all_correct,10
C953,L3,all_correct,10
C953,L4,all_correct,1
C953,L4,majority_correct,9
C953,L5,majority_correct,10
C954,L1,all_correct,10
C954,L2,all_correct,10
C954,L3,all_correct,3
C954,L3,majority_correct,7
C954,L4,all_correct,10
C954,L5,all_correct,10
C955,L1,all_correct,10
C955,L2,all_correct,10
C955,L3,all_correct,10
C955,L4,all_correct,10
C955,L5,all_correct,10
C956,L1,all_correct,10
C956,L2,all_correct,10
C956,L3,all_correct,10
C956,L4,all_correct,10
C956,L5,all_correct,10
C957,L1,majority_wrong,10
C957,L2,all_wrong,10
C957,L3,all_wrong,10
C957,L4,all_wrong,10
C957,L5,all_wrong,10
C958,L1,majority_wrong,10
C958,L2,majority_wrong,10
C958,L3,majority_wrong,10
C958,L4,majority_wrong,10
C958,L5,majority_wrong,10
C959,L1,all_correct,10
C959,L2,all_correct,6
C959,L2,majority_correct,4
C959,L3,majority_wrong,10
C959,L4,majority_correct,8
C959,L4,majority_wrong,2
C959,L5,majority_correct,10
C960,L1,all_wrong,6
C960,L1,majority_wrong,4
C960,L2,all_wrong,10
C960,L3,all_wrong,9
C960,L3,majority_wrong,1
C960,L4,majority_correct,10
C960,L5,majority_correct,10
C961,L1,all_wrong,10
C961,L2,all_wrong,10
C961,L3,all_wrong,10
C961,L4,all_wrong,10
C961,L5,all_wrong,10
C962,L1,all_correct,10
C962,L2,all_correct,10
C962,L3,all_correct,10
C962,L4,all_correct,10
C962,L5,all_correct,10
C964,L1,all_correct,10
C964,L2,all_correct,10
C964,L3,all_correct,10
C964,L4,all_correct,10
C964,L5,all_correct,10
C965,L1,all_wrong,10
C965,L2,all_wrong,10
C965,L3,all_wrong,10
C965,L4,all_wrong,10
C965,L5,all_wrong,10
C966,L1,all_correct,10
C966,L2,all_correct,10
C966,L3,all_correct,10
C966,L4,all_correct,10
C966,L5,all_correct,10
C967,L1,all_wrong,10
C967,L2,all_wrong,10
C967,L3,all_wrong,10
C967,L4,all_wrong,10
C967,L5,all_wrong,10
C968,L1,all_correct,10
C968,L2,all_correct,10
C968,L3,all_correct,10
C968,L4,all_correct,10
C968,L5,all_correct,10
C969,L1,majority_correct,10
C969,L2,majority_correct,10
C969,L3,majority_correct,10
C969,L4,majority_correct,10
C969,L5,majority_correct,10
C970,L1,majority_correct,10
C970,L2,majority_correct,10
C970,L3,majority_correct,10
C970,L4,majority_correct,10
C970,L5,all_correct,2
C970,L5,majority_correct,8
C971,L1,all_correct,10
C971,L2,all_correct,10
C971,L3,all_correct,10
C971,L4,all_correct,10
C971,L5,all_correct,9
C971,L5,majority_correct,1
C972,L1,all_correct,10
C972,L2,all_correct,10
C972,L3,all_correct,10
C972,L4,all_correct,10
C972,L5,all_correct,10
C973,L1,majority_wrong,10
C973,L2,majority_wrong,10
C973,L3,majority_wrong,10
C973,L4,majority_wrong,10
C973,L5,majority_wrong,10
C974,L1,all_wrong,10
C974,L2,all_wrong,10
C974,L3,all_wrong,10
C974,L4,all_wrong,10
C974,L5,all_wrong,10
C975,L1,all_correct,2
C975,L1,majority_correct,8
C975,L2,all_correct,10
C975,L3,all_correct,10
C975,L4,all_correct,10
C975,L5,all_correct,6
C975,L5,majority_correct,4
C976,L1,all_correct,10
C976,L2,all_correct,10
C976,L3,all_correct,10
C976,L4,majority_correct,10
C976,L5,all_correct,10
C977,L1,all_correct,10
C977,L2,all_correct,10
C977,L3,all_correct,10
C977,L4,all_correct,10
C977,L5,all_correct,10
C978,L1,all_wrong,10
C978,L2,all_wrong,10
C978,L3,all_wrong,10
C978,L4,all_wrong,10
C978,L5,all_wrong,10
C979,L1,all_correct,10
C979,L2,all_correct,7
C979,L2,majority_correct,3
C979,L3,all_correct,7
C979,L3,majority_correct,3
C979,L4,all_correct,10
C979,L5,all_correct,5
C979,L5,majority_correct,5
C980,L1,all_correct,10
C980,L2,all_correct,10
C980,L3,all_correct,10
C980,L4,all_correct,10
C980,L5,all_correct,10
C981,L1,all_correct,5
C981,L1,majority_correct,5
C981,L2,majority_correct,10
C981,L3,majority_correct,10
C981,L4,majority_correct,10
C981,L5,majority_correct,10
C982,L1,all_wrong,10
C982,L2,all_wrong,10
C982,L3,all_wrong,10
C982,L4,all_wrong,10
C982,L5,all_wrong,10
C983,L1,all_correct,10
C983,L2,all_correct,10
C983,L3,all_correct,6
C983,L3,majority_correct,4
C983,L4,all_correct,10
C983,L5,all_correct,10
C984,L1,all_correct,1
C984,L1,majority_correct,9
C984,L2,all_correct,10
C984,L3,all_correct,10
C984,L4,all_correct,1
C984,L4,majority_correct,9
C984,L5,all_correct,8
C984,L5,majority_correct,2
C985,L1,all_correct,9
C985,L1,majority_correct,1
C985,L2,all_correct,2
C985,L2,majority_correct,8
C985,L3,majority_correct,10
C985,L4,majority_correct,10
C985,L5,majority_correct,10
C986,L1,all_correct,10
C986,L2,all_correct,10
C986,L3,all_correct,10
C986,L4,all_correct,10
C986,L5,all_correct,10
C987,L1,majority_wrong,10
C987,L2,majority_wrong,10
C987,L3,majority_wrong,10
C987,L4,all_wrong,10
C987,L5,all_wrong,10
C988,L1,all_correct,5
C988,L1,majority_correct,5
C988,L2,all_correct,10
C988,L3,all_correct,1
C988,L3,majority_correct,9
C988,L4,majority_correct,10
C988,L5,majority_correct,10
C990,L1,all_correct,1
C990,L1,majority_correct,9
C990,L2,all_correct,6
C990,L2,majority_correct,4
C990,L3,all_correct,7
C990,L3,majority_correct,3
C990,L4,all_correct,10
C990,L5,majority_correct,10
C992,L1,all_correct,10
C992,L2,all_correct,10
C992,L3,all_correct,10
C992,L4,all_correct,10
C992,L5,all_correct,10
C993,L1,majority_wrong,10
C993,L2,majority_correct,8
C993,L2,majority_wrong,2
C993,L3,majority_correct,10
C993,L4,all_wrong,10
C993,L5,majority_wrong,10
C994,L1,majority_wrong,10
C994,L2,majority_wrong,10
C994,L3,all_wrong,5
C994,L3,majority_wrong,5
C994,L4,all_wrong,4
C994,L4,majority_wrong,6
C994,L5,majority_wrong,10
C995,L1,majority_correct,10
C995,L2,majority_correct,7
C995,L2,majority_wrong,3
C995,L3,all_correct,4
C995,L3,majority_correct,6
C995,L4,majority_wrong,10
C995,L5,majority_correct,2
C995,L5,majority_wrong,8
C996,L1,all_correct,10
C996,L2,all_correct,10
C996,L3,all_correct,10
C996,L4,majority_correct,10
C996,L5,majority_correct,10
C998,L1,majority_correct,10
C998,L2,all_correct,4
C998,L2,majority_correct,6
C998,L3,majority_correct,10
C998,L4,all_correct,10
C998,L5,all_correct,10
C999,L1,all_wrong,10
C999,L2,all_wrong,10
C999,L3,all_wrong,10
C999,L4,all_wrong,10
C999,L5,all_wrong,10
